,Raft,Cod,Autor1 prenume,Autor1 nume,Autor2 prenume,Autor2 nume,Autor3 prenume,Autor3 nume,Autor4 prenume,Autor4 nume,Titlu,Editura,An,Obs
,"Raft mare, randul de jos, spate",,Livius,UDRESCU,Sebastian,DUMA,,,,,Aplicatii ale trasnferului termic si masic la solide - Culegere de probleme,,,
,"Raft mare, randul de jos, spate",,Constantin,BUZATU,Edugen Ioan,POPA,,,,,Sisteme flexibile de prelucrare prin aschiere,,,
,"Raft mare, randul de jos, spate",,H.,BINCHICIU,I.,SURGEAN,,,,,Incarcarea prin sudare cu arcul electric,,,
,,,,,,,,,,,,,,
,Raft de la mine din camera,,Ioana,PARVULESCU,,,,,,,Si eu am trait in comunism,Humanitas,2015,
,Raft de la mine din camera,,Dan C.,MIHAILESCU,,,,,,,Cartea simturilor,Humanitas,2015,
,Raft de la mine din camera,,John,STEINBECK,,,,,,,Joia dulce,Polirom,2014,
,Raft de la mine din camera,,Isabel,ALLENDE,,,,,,,Tara mea,Humanitas,2013,
,Raft de la mine din camera,,Amos,OZ,,,,,,,Sa cunosti o femeie,Humanitas,2015,
,Raft de la mine din camera,,Radu,PARASCHIVESCU,,,,,,,Cum gandesc politicienii,Humanitas,2016,
,Raft de la mine din camera,,Care,SANTOS,,,,,,,Pofta de ciocolata,Humanitas,2016,
,Raft de la mine din camera,,Bob,DYLAN,,,,,,,Tarantula,Humanitas,2016,
,Raft de la mine din camera,,F. G.,HAGHENBECK,,,,,,,Cartea secreta a Fridei Kahlo,Nemira,2016,
,Raft de la mine din camera,,Martin,SIXSMITH,,,,,,,Rusia - un mileniu de istorie,Humanitas,20156,
,Raft de la mine din camera,,Jean des,CARS,,,,,,,Sceptrul si sangele - regi si regine in tumultul celor doua razboaie modiale,Trei,2016,
,Raft de la mine din camera,,Vasile,ERNU,,,,,,,Banditii - Mica trilogie a marginalilor,Polirom,2016,
,Raft de la mine din camera,,Mihai,MACI,,,,,,,Anatomia unei imposturi - O scoala incapabila sa invete,Trei,2016,
,Raft de la mine din camera,,* * *,,,,,,,,Casele vietilor noastre,Humanitas,2014,
,Raft de la mine din camera,,John,STEINBECK,,,,,,,Cupa de aur,Polirom,2012,
,Raft de la mine din camera,,Richard C.,MORAIS,,,,,,,Madame Mallory si micul bucatar indian,Humanitas,2014,
,Raft de la mine din camera,,Isabel,ALLENDE,,,,,,,Despre dragoste si umbra,Humanitas,2015,
,Raft de la mine din camera,,Karen,BLIXEN,,,,,,,Din inima Africii,Humanitas,2015,
,Raft de la mine din camera,,Radu Pavel,GHEO,,,,,,,Disco Titanic,Polirom,2016,
